product_id,product_name,description,category,subcategory,brand,price,cost,weight_kg,dimensions_cm,color,material,stock_quantity,is_active,created_date,last_updated,supplier_id,rating_avg,review_count
54f2dd3e-768a-4b24-ad3e-0d2a0ecb27ae,Persevering object-oriented database Storage,Citizen another success good citizen kitchen. Certainly technology pressure figure similar memory real century.,Home & Kitchen,Storage,Carlson PLC,168.08,83.18,42.27,43x39x92,Yellow,Plastic,547,TRUE,2025-06-23,2025-08-08,0c814b88-cd65-48c7-b515-2c5f1afbbcb7,4.29,13
977807be-d5d8-4a5b-b892-53c5e50b0c58,Intuitive contextually-based synergy Storage,"Season magazine avoid message. Adult after back time.
Note care simply evidence. Lead write conference hair more. Fact how song fish.",Home & Kitchen,Storage,"Baldwin, Benitez and Steele",147.89,93.71,20.66,25x18x32,Red,Fabric,226,TRUE,2024-12-03,2025-08-17,febae8a6-18c2-405e-a8b0-88da60ac8599,4.18,572
e13ee4e3-0a5f-4c57-a403-88f548791b2e,Ergonomic background knowledge user Jackets,"Week soon your according want relationship. Defense defense street loss plant and. Best thing face.
Choose still woman pattern citizen ten. Administration a back modern free.",Clothing,Jackets,"Russell, Rivas and Hernandez",146.24,61.85,40.96,7x66x49,Green,Leather,371,TRUE,2025-01-23,2025-08-19,19286d70-d459-42a6-b69d-1aa92da26f57,2.77,611
5ec29bcf-7b05-4ff8-8b7d-f96663a51c5d,Vision-oriented content-based website Makeup,"You parent individual suggest either maybe through. Change line account event conference husband.
Hit theory production realize. Series sister set front election black.",Beauty & Personal Care,Makeup,Clay-Baker,107.93,44.1,40.75,33x21x93,Red,Leather,232,TRUE,2025-05-31,2025-08-04,15c4e09e-aa6d-4d67-a5e6-5491113f8844,1.84,80
8a8a30ff-6829-4318-9cfb-82431e4d8b29,Cross-group exuding focus group Board Games,"Win end certain identify social affect much record. Ask standard dinner.
Woman think improve edge pay yes. Fall effort in. Professor bring change trade accept wish process.",Toys & Games,Board Games,Edwards Inc,24.77,15.66,37.89,10x30x18,Black,Ceramic,675,TRUE,2025-07-21,2025-08-12,b6fd7b5d-a140-4bfe-aab0-a0fe1b101884,1.24,121
ed1e16ea-3579-4da4-ac32-03bae230c4c7,Configurable fresh-thinking alliance Fitness,"It bag story lead serious book sea.
Tonight tree network.
Exist happy lead bill personal TV lot. Item maintain read.",Sports & Outdoors,Fitness,"Byrd, Garcia and Mcdaniel",84.92,50.98,37.75,20x82x31,Blue,Metal,686,TRUE,2024-09-05,2025-08-06,fa13d75b-5fb7-45c8-a500-e96ce8d53755,1.36,866
9407a20c-2e57-41fe-a934-5453f7f52fc2,Reverse-engineered optimal workforce Winter Sports,Read physical significant opportunity suggest. Ahead computer similar garden if can mother.,Sports & Outdoors,Winter Sports,"Garcia, Martinez and Kim",360.88,161.73,25.08,98x83x35,White,Plastic,839,TRUE,2025-01-13,2025-07-24,9df44f69-f0cb-4817-bbdc-5e5864511379,1.06,222
700bdcf6-5d35-4f6e-adce-16e930995b57,Optional tertiary installation Educational,"Image source girl teacher type second history. Car growth wonder.
Major unit speak peace concern their growth. Yes trial hit environmental partner next use. State town television marriage best.",Books,Educational,"Hall, Johnson and Smith",12.73,7.97,0.32,97x17x32,Orange,Wood,714,TRUE,2025-02-02,2025-07-24,95f68ce1-5957-4259-b149-785aad66c364,2.76,980
5087a0b2-d505-49da-96d6-0b4d1e099a8b,Face-to-face tangible workforce Jeans,Ability move recent weight market although. North support each health someone. Executive third within player water.,Clothing,Jeans,"Pope, Prince and Wilson",252.9,175.61,21.26,70x34x57,White,Ceramic,321,TRUE,2025-04-18,2025-08-16,08b1aa3d-9638-4768-9229-446067fd1c33,1.44,139
84818689-9ac1-4ae6-8275-586880502bd1,Inverse mobile groupware Tools,"Decide my simple my conference film him. Clearly for able clearly fire contain have.
Guess floor have argue country church life. Song need listen set.",Automotive,Tools,"Buckley, Madden and Moss",568.21,322.25,2.13,46x68x19,Purple,Wood,467,TRUE,2025-01-11,2025-07-24,57969916-b649-482f-8e37-c168cca1b076,2.25,999
dcc67db8-b895-43d5-a64b-ddc2e361066a,Managed interactive paradigm Accessories,Democratic sign list record certainly. No throw on large memory study. Among very purpose condition data. Heart anything include.,Automotive,Accessories,Price-Mitchell,449.82,219.14,42.78,29x13x65,Yellow,Metal,13,FALSE,2024-10-31,2025-08-10,4d29cd48-29c0-4a4b-b4de-0f3dc906f376,2.97,107
a585f77a-c62d-436c-9bab-9cbbb5a0f3b3,Innovative demand-driven interface Outdoor,Base fill school fire why. Health inside set happy senior. Floor board family red smile upon blue language.,Toys & Games,Outdoor,Johnson LLC,109.31,65.91,6.05,55x56x93,White,Leather,947,TRUE,2024-11-22,2025-08-16,b4bea2cc-d6ee-4bc9-9fba-503d17317dff,1.67,372
63658b27-928b-471d-958c-9c752b410576,Optional homogeneous interface Educational,"Level speech present home scene. Fire safe paper weight dark me ground. Cover around never moment which cut third.
Leave behavior something oil college less anyone.",Books,Educational,Hampton-Roach,14.01,9.15,20.27,34x59x97,Orange,Wood,783,TRUE,2025-07-16,2025-08-14,f2aeeb7d-c49c-4746-99ab-5b2cb2f06532,3.33,279
08cf36ec-8762-4137-b0a4-71a638b7b2a6,Synergized multi-tasking architecture Educational,"Onto find tend hard name entire follow. Institution simply quality.
Church experience program participant. Year kitchen describe among artist deep next. Pay trial generation. Either most lay of want.",Toys & Games,Educational,"Watts, Henderson and Henderson",100.41,58.33,20.28,67x70x40,Red,Ceramic,465,TRUE,2025-05-28,2025-08-10,f4b55d7a-362e-4e26-bbfa-1b3acdc505b2,2,509
99c99195-e7e4-468c-9aa1-1f4d8377baa3,Innovative analyzing functionalities Non-Fiction,Live raise development agency material new success. Knowledge common wish simply relationship. Keep camera same themselves month. Expert time four.,Books,Non-Fiction,Perez-Aguirre,6.34,3.94,41.53,68x91x8,Red,Glass,619,TRUE,2025-01-02,2025-08-19,800fb7db-86ce-4357-9a74-690d84081cc4,1.61,636
9626568d-b876-4cd5-9ee4-fdcea0b62ecc,Polarized incremental Internet solution T-Shirts,"Month station TV. Minute resource husband to shake forward.
Image history bring pass magazine. Successful garden by total professional feel. Free small I company condition.",Clothing,T-Shirts,"Ibarra, Henderson and Mason",203.41,113.09,24.66,64x30x42,Orange,Glass,516,TRUE,2025-01-29,2025-07-30,8bbe32e6-44a1-4d04-9e75-563d4c258276,2.37,880
01275ce0-a77e-4fc0-9830-7b6f47aa9359,Re-contextualized incremental Internet solution Smartphones,"Dinner husband market political. Nice fine make.
Strategy often improve loss phone. Positive all role.
Include experience hospital still one its. Painting already trade base another.",Electronics,Smartphones,Pena Group,1981.89,1316.05,6.04,62x45x53,Orange,Glass,36,TRUE,2025-05-28,2025-08-04,13f94de6-5dbd-4c01-9699-97df83d71d5d,3.23,881
800c7933-9440-496a-8d92-9ce3923fb104,Virtual solution-oriented solution Camping,"Treat fire start. Future push number value.
Argue similar cup board yeah. Start too now black see arrive. Quickly identify traditional ten sport behavior protect.",Sports & Outdoors,Camping,"Lucas, Farmer and Gutierrez",501.65,220.9,35.81,67x19x77,Orange,Leather,567,TRUE,2024-10-12,2025-08-10,24eddb93-bfe6-4520-b578-8ca106006760,3.29,487
3ce079c4-47f8-4ad6-afe2-fa23cd66f050,Synergistic systemic help-desk Storage,"Win expect thousand public enjoy bank. Address meet red theory court stuff.
Return gas outside too management first use. Arrive rich pull think. While who scene subject.",Home & Kitchen,Storage,Morrison Group,37.31,17.87,29.59,53x83x91,Yellow,Ceramic,291,TRUE,2025-02-12,2025-08-03,684208ec-7e5b-4432-a60b-9eff05f721b4,1.11,46
c8f443e3-a311-40f5-8505-a2b964c7a163,Implemented secondary time-frame Appliances,Direction response certainly reduce generation. Moment we trip really rule there approach.,Home & Kitchen,Appliances,Austin and Sons,180.95,112.66,1.44,85x48x53,White,Glass,353,FALSE,2025-03-31,2025-08-17,42785dbf-c769-43e4-a0cb-673f3e73cf71,2.65,57
b4c61554-8ca8-4735-88b4-b80083655a47,Fully-configurable asymmetric implementation Non-Fiction,"Building me interest media. Like simple whose term conference middle author garden.
Nor nothing gun support more end enough. Throughout go bring challenge side expert. Every respond level agree sign.",Books,Non-Fiction,Long Ltd,15.56,7.68,4.34,93x13x44,White,Wood,173,TRUE,2024-10-17,2025-07-25,89d356ac-4d06-4fdd-8a4a-93b4dced8248,2.3,471
24439bc7-0cbe-46cc-82bc-68a018ab1ad7,Switchable multimedia artificial intelligence Electronic,Energy many network on short. Appear around talk know perform water return. Usually his design kitchen conference effort.,Toys & Games,Electronic,"Middleton, Jimenez and Alvarado",107.8,56.74,1.12,65x80x7,Yellow,Glass,584,TRUE,2024-10-21,2025-07-30,a1de04b2-da85-46fb-8039-c389ded7db59,3.29,827
b4ab9265-589b-407e-a370-8afe2187b406,Secured optimizing process improvement Parts,Home south specific feel everyone. Term southern nation different. Trial laugh responsibility notice month hundred chair.,Automotive,Parts,Jensen Group,557.33,257.36,24.89,90x48x26,Green,Wood,992,TRUE,2025-06-06,2025-07-25,49d12011-0a36-497f-8102-3f016a1c9ad2,2.99,867
4b2df88d-8a98-46b3-bc9d-018dd5e837b4,Persistent homogeneous hierarchy Shoes,Central sort soon. Commercial more film. Side ground staff miss trip than less shoulder. Building by for mention prepare themselves.,Clothing,Shoes,Hampton-White,76.01,36.45,14.94,78x56x33,White,Leather,864,TRUE,2025-08-07,2025-08-15,c5754f76-2989-4669-b21d-fe8d8768c8b2,3.37,279
7a088a35-7828-4129-9c4f-85ea04d26ea7,Synergistic reciprocal leverage Shoes,Become section girl property service. Much care prevent know land. Run financial prepare economy participant.,Clothing,Shoes,Wang Group,243.34,132.03,10.57,14x88x43,Green,Glass,679,TRUE,2025-08-19,2025-07-24,66275ee3-cbb3-47aa-bd15-a6ea95654c96,1.8,411
e2c178e5-77a6-4946-8c3f-459563b47203,Multi-channeled local emulation Winter Sports,Former positive arrive purpose time choose become. So visit bed most. Candidate affect great black everyone score increase.,Sports & Outdoors,Winter Sports,Peterson-Gray,525.06,315.81,27.42,7x85x95,Red,Fabric,511,TRUE,2024-12-15,2025-08-12,0413ad25-e880-4696-9453-3b731664a1a9,4.85,760
8ee41b14-b683-4f22-ba79-47ac01696be1,Multi-layered intangible project Tools,"Second think rise onto live wind. Share front item foot. Society soon charge.
Partner father their. Bring reflect PM tell.
Week free sure today detail structure. Focus simply them.",Automotive,Tools,Mendoza Inc,750.67,420.24,30.76,60x77x98,Black,Fabric,205,TRUE,2025-02-02,2025-08-09,0e103f73-d36f-45e9-8c08-57c9f49b6807,1.59,154
be2ca278-de6a-4f7a-80ea-096ba09e3411,Decentralized hybrid portal Team Sports,"Item thank around office especially.
Prevent off talk light participant push billion. Without include allow us hold any leave.",Sports & Outdoors,Team Sports,Hudson Group,422.06,277.74,45.57,86x31x57,Green,Ceramic,293,TRUE,2024-09-13,2025-08-05,123d66b7-1289-4286-8c90-bf17736d3fcf,2.03,615
2ab3468b-d778-4c1d-a446-bdcdf61f5095,Function-based mobile groupware Children,Administration speech create seven wait his. Risk because structure high. Whose everybody movie trade consumer family strategy. Visit politics strategy specific budget.,Books,Children,"Miller, Walker and Macias",15.73,7,1.48,44x64x67,Purple,Glass,662,TRUE,2025-07-07,2025-08-19,0fb52ae5-67f4-4286-aeca-83d93a027335,1.81,279
e43f6038-ed72-46e4-b5ec-95d5e2230367,Cloned high-level benchmark Cookware,"Remember high oil age. Total order fight safe example. Art girl south assume better.
Effort choose nice though yourself reflect with performance. Its success others again.",Home & Kitchen,Cookware,Martin-Smith,136.61,87.58,32.97,27x87x10,Orange,Ceramic,20,TRUE,2025-07-30,2025-08-12,e37f5168-14d1-4710-87ea-34caf8869448,4.59,321
931b4581-ce00-4747-a953-128dfb29b4a4,Business-focused next generation algorithm Fitness,Season general child your activity perhaps look. Window focus machine expect according discover culture half. Ten begin girl next itself significant rather.,Sports & Outdoors,Fitness,"Martin, Hunter and Young",902.56,471.23,18.24,89x16x55,Red,Metal,114,TRUE,2025-05-01,2025-08-07,851346af-da4d-48f0-8c16-4e9e73610169,3,123
9ccdc121-3f03-411a-bd39-8d963a2ab22b,User-centric holistic firmware Team Sports,"Eight skin before mission above. Finish tax local own.
Thank bill performance several gun happy. Church various like add serve.",Sports & Outdoors,Team Sports,Duarte LLC,886.87,418.09,6.2,45x47x79,Purple,Ceramic,766,TRUE,2025-06-18,2025-08-15,f3022389-1970-4ef8-b575-d936005646fd,4.74,223
7d8689a2-1991-4247-9081-c7575f27bf5a,Down-sized reciprocal frame Cookware,"Teach must mind cost same miss security.
Test see age into sell. Policy than weight rich herself model happen Mrs. Individual sense view professor.",Home & Kitchen,Cookware,Fitzgerald Inc,95.83,66.22,22.03,37x80x12,Orange,Fabric,383,TRUE,2024-11-18,2025-08-11,dcde9e3e-dd0f-43ef-a92e-f22ac19edf00,1.45,558
765cf633-8f44-459a-88e1-547de8d3532c,Reverse-engineered optimizing monitoring Outdoor,Modern technology real. Easy contain various nearly you something. Pressure since worker than.,Toys & Games,Outdoor,Ingram-Guerra,139.72,96.27,43.98,23x51x65,Yellow,Ceramic,315,TRUE,2025-05-08,2025-08-03,c536ce98-8902-4d19-9f6b-c86e125735b2,4.87,620
77b1d604-7951-4a54-b8f4-e6ff2aeb1acf,De-engineered optimizing open system Smartphones,"Decide arm avoid question. And rock now something dark out. Avoid week price more million charge.
High window might room. Fill control medical.",Electronics,Smartphones,Lewis and Sons,1396.83,889.28,12.06,75x54x44,Yellow,Ceramic,701,TRUE,2025-03-19,2025-08-15,0449e083-1622-497d-b266-a9d9b1480d3b,4.47,878
df059d58-1d4f-4712-aad1-20791e733e10,Quality-focused reciprocal paradigm Care,"Threat service million himself all attention this.
Between other company where region agent sister.",Automotive,Care,"Nielsen, Brown and Torres",21.17,14.57,46.38,37x43x16,Blue,Wood,215,TRUE,2025-03-06,2025-08-04,406bfd7c-d52f-4558-a936-85213013e0d9,1.64,449
af2667b3-c1c9-419c-a301-2cca43f40f8c,Total disintermediate analyzer Fragrance,Now major when heart respond end bring. News whether assume moment. Evidence coach before west three bit city. Ground reality finally account arm rather.,Beauty & Personal Care,Fragrance,"Davis, Miller and Stewart",119.45,57.6,4.1,67x65x99,Purple,Ceramic,340,TRUE,2025-06-30,2025-07-29,6d89e600-a6d2-482d-9472-a57f0ecad1c8,4.51,839
e64cfd3b-25c8-4346-ad80-3391814c26fd,Assimilated intangible data-warehouse Jeans,"Break general tend cold how.
Bill offer different various affect together attorney. Probably Congress food different test college crime present. Democratic large allow air.",Clothing,Jeans,"Kirby, Harris and Jennings",214.07,118.15,17.66,82x98x75,Yellow,Glass,711,TRUE,2025-07-28,2025-08-07,30d74028-920d-4850-8d0c-5e3807342c17,1.21,656
f20f5b26-704d-4497-9849-dbe833cd3f3d,Focused disintermediate database Decor,"Born I could. For attention fine street. Help build each these guy.
Beyond determine by option kitchen area. Strong still change wish local behavior successful full.",Home & Kitchen,Decor,Stone-Wong,397.6,175.27,20.09,85x44x45,White,Plastic,161,TRUE,2024-12-01,2025-08-08,26ee19f9-9efe-44f1-98e1-32833ba21930,3.85,786
98294b16-3d99-4591-a629-d2063c4f7fd2,Multi-lateral 24hour toolset Storage,"Officer shoulder tough have success.
Home sea poor around maybe. Again degree able heart girl outside natural page. Season successful born main give lead.",Home & Kitchen,Storage,"Grant, Blake and Porter",346.02,220.69,16.04,66x99x22,Green,Metal,703,TRUE,2024-10-21,2025-07-21,d395b9ec-ffe8-437a-9496-89c8fad71414,2.31,288
1edbc658-1706-4d70-a057-2a49b61fd541,Digitized 24hour extranet Fiction,Ball air dinner situation fund expect heavy. Because factor central white team. Boy trade very visit front ask fast.,Books,Fiction,Mckinney-Ortega,23.65,10.75,43.83,78x33x7,Black,Fabric,662,TRUE,2025-02-06,2025-07-23,f0d7fc84-51a8-410c-b44d-b48ad49894fd,1.91,91
6bbae102-fafa-400d-b8df-62ad7591ad16,Distributed dedicated instruction set Accessories,"Fast man six actually community college.
Produce bag effort behavior instead. National traditional get unit. Have quickly benefit easy within pass go.",Automotive,Accessories,Ramirez-Ortiz,220.5,144.55,2.58,84x59x81,Green,Metal,91,FALSE,2025-02-21,2025-08-08,24ca16dd-548e-4536-8311-c951a07d6664,1.68,580
b18a3257-ad29-4c1a-9c11-b8c29b512ac5,Fundamental maximized open architecture T-Shirts,College together never TV around quite. Easy worker who oil choice. Third thing often color it across minute.,Clothing,T-Shirts,Lee-Arellano,219.8,116.61,46.01,63x91x68,White,Metal,730,TRUE,2025-02-24,2025-07-31,c7882d5b-ee9a-4e4a-858a-63048eefee3f,4.78,832
c20b9d93-7b53-4636-a80f-6a5162a4a3eb,Advanced upward-trending secured line Water Sports,Speech dinner top face bit. Pm less I central read assume. Same foreign suddenly thing.,Sports & Outdoors,Water Sports,"Owen, Gutierrez and Coleman",751.51,386.74,21.62,31x81x32,Green,Leather,693,TRUE,2024-12-19,2025-08-19,b440d3bb-fbf1-41b4-ab90-a0b322bfbd37,1.72,811
156b9e8a-b1bb-4e93-9874-cfb31e79f0f3,Persistent regional complexity Cookware,"Conference important clearly live cold enough. Major amount put play bad. For if fly.
As do course throughout however. Change officer medical his receive.",Home & Kitchen,Cookware,Wright-Stanley,152.19,72.83,30.92,36x52x79,Orange,Plastic,10,TRUE,2025-02-14,2025-08-02,b247e565-04ff-40da-ad6d-78ea7764601c,4.49,997
e456687e-8df8-47ba-a6ae-abcc2d870d7c,Public-key 6thgeneration architecture Action Figures,"Moment enjoy expert could. Resource source see central buy board your.
Understand color knowledge effort much though. Run find exactly who use. That later visit create present sing.",Toys & Games,Action Figures,Wu LLC,145.53,89.14,36.83,37x14x17,Black,Plastic,340,TRUE,2025-08-02,2025-07-24,7da909c9-0d6d-4258-bf25-af10476f6d7b,2.88,362
a1f33dbe-59ec-469a-98c6-0d7d57cc5612,Profound systemic process improvement Smartphones,"Example way southern continue.
It level energy help. Leader shake its cut energy crime behavior. Couple treat several operation.",Electronics,Smartphones,"Lopez, Woods and Hoffman",544.63,319.1,15.2,55x90x52,Red,Fabric,42,TRUE,2025-01-24,2025-08-16,2d95c326-57b9-47e2-92e1-c4499209f460,2.04,515
4f58f179-329c-4daf-898e-8f0c4108649b,Cross-platform demand-driven emulation Tools,"Thousand claim maintain receive. Billion away generation debate often half mean. Alone company customer main impact.
Mean authority rise service lawyer. Choice manage our.",Automotive,Tools,"Davis, Castillo and Jones",704.15,309.53,15.93,72x60x23,Green,Plastic,320,TRUE,2025-03-13,2025-08-14,c3c5a492-fade-4f72-b9fd-d219f9d41072,1.51,892
f3d98477-f549-4c99-8659-460262391ef1,Synchronized dynamic intranet Water Sports,Own music town note walk. Since throughout whole society. Position might event occur economic first still. Operation rock drug whom company just.,Sports & Outdoors,Water Sports,Hoffman Inc,927.71,449.83,43.86,83x38x71,Yellow,Glass,914,TRUE,2024-11-26,2025-08-04,e40d23fd-e34c-4f33-912b-dbd262eda3b2,3.95,503
ca02fdda-f56a-40c8-9f13-0e2faa3fb492,Organic bi-directional complexity Storage,"Cut information expect land mean idea degree.
Position news reflect look determine song something. Why agent indeed serve particularly practice forward. Relationship imagine notice old.",Home & Kitchen,Storage,Olson-Crawford,427.99,255.61,39.93,11x29x24,Black,Metal,187,TRUE,2025-03-10,2025-08-07,6edef737-6ef5-4845-85ea-51b1119c36cb,2.04,722
ed55a9b2-5519-4e42-9e61-70e379f1abe0,Re-contextualized client-driven solution Care,Who measure including movie race. Treatment court factor must not coach serve. Also candidate environment above goal suggest. Policy choice worry speech community four where.,Automotive,Care,Kim PLC,106.08,70.92,24.8,61x50x95,Orange,Glass,504,TRUE,2025-08-18,2025-07-21,0b87081c-e0f5-4463-8c5a-b6b569975eae,3.88,151
a91019dd-70ff-4748-9e32-765a2f22553d,Profound upward-trending implementation Dresses,"Teach address including table pass order. Term summer second. Person deal bag campaign fight.
Some onto consider top at wait health. Half little miss defense chance author.",Clothing,Dresses,Mills Ltd,41.67,27.52,9.11,26x100x70,Green,Fabric,912,TRUE,2025-06-11,2025-08-03,3cf75dd2-df89-4eeb-9c57-706606c87261,1.85,994
c6dc0e88-459e-47a3-93b9-8fe863318e81,Customizable actuating orchestration Tablets,"Single second up. Impact wind purpose at. Create bad her again realize fall.
Over reflect before be defense service. Term window foreign forward society enjoy. His course simple.",Electronics,Tablets,"Owens, Flores and Hawkins",1545.35,701.85,46.03,36x68x91,White,Wood,26,TRUE,2024-12-09,2025-07-26,3dc6a790-f1a4-46bc-aa12-4b45594e647d,4.93,124
2f6a011f-d1af-4b2e-b033-42b08e96b20f,Implemented scalable adapter Educational,Wonder visit money employee black soon. Building nor drop late argue clearly.,Toys & Games,Educational,"Clark, Barnes and Griffin",122.16,83.72,41.87,24x8x15,Orange,Ceramic,724,TRUE,2025-03-11,2025-07-30,e3a90570-379c-4767-9a0c-42aef1e918fc,2.82,978
21879958-129f-4dd2-bb1a-73f435dea732,Organic tangible archive Winter Sports,"Who apply between human. Low here main guess oil really cut. Rest car that him.
Bag instead finish single old brother car. Figure enough agency clear relate third everyone fear.",Sports & Outdoors,Winter Sports,Morris Inc,664.85,331.65,2.29,84x62x46,Red,Metal,883,TRUE,2025-06-04,2025-08-03,569653bc-b0fc-4fcc-916a-c68e2a305360,3.57,330
ec01db66-8679-4118-bb65-0fa9aaf6720a,Seamless actuating software Smartphones,"Employee everything leader laugh gun. Gas character night as own.
Still clear little toward lead woman the. Particularly use high account large.",Electronics,Smartphones,Stevens-Macdonald,1116.95,648.6,4.72,37x27x35,Purple,Plastic,21,TRUE,2025-02-17,2025-08-07,57611b5a-696e-4274-8d39-ebb0d93d3bb2,1.65,798
56d83c12-e9e6-410d-bada-dbdcb963ef02,Assimilated bi-directional core Educational,Democratic sort physical world hour we study us. Reality fight put hour each several look. Attack idea image room same surface in.,Toys & Games,Educational,"King, Sanders and Lamb",132.96,91.25,7.79,43x67x60,Green,Leather,617,TRUE,2024-12-04,2025-08-17,ac839334-6f48-45e4-8f84-51f95681febe,3.66,852
3c416d2d-b05b-4623-afa1-a074562b94c1,Pre-emptive local algorithm Health,Hour especially western eat either. Power expert car present herself answer must. Summer red tell.,Beauty & Personal Care,Health,Murphy-Norris,33.98,18.13,19.47,39x77x81,Purple,Plastic,774,TRUE,2025-05-15,2025-07-28,01037881-8922-4b13-af58-1a6d33502ffa,2.47,190
80dbe3fb-ba51-4637-952a-e0c3dda491f2,Persistent interactive model Outdoor,Prepare company last true. Sea culture drop dream forget voice past. After necessary either fly.,Toys & Games,Outdoor,Haynes-Merritt,27.66,15.32,48.67,91x33x87,Red,Glass,539,TRUE,2024-12-06,2025-08-10,87e25dea-5257-4223-9ecb-26a6df508e1e,3.1,297
86864749-274b-4257-a1dc-0c51fb64fc3d,User-friendly asymmetric capacity Care,"Set must scene in push. Employee push away own state message.
Together boy feel decision free deep theory. Stay garden resource stand by.",Automotive,Care,Santiago Inc,77.16,49.42,15.09,21x92x43,Blue,Fabric,437,TRUE,2025-06-09,2025-08-06,35880d2f-4fe2-4869-8e6c-38fd08db2920,1.19,78
c3abd0cd-b5a5-4bdf-bcba-e19006cdd9d2,Synchronized foreground throughput Tablets,Republican back arrive pattern product popular. Believe water reveal side.,Electronics,Tablets,Rodriguez LLC,259.88,137.08,4.81,89x97x77,Green,Wood,260,TRUE,2025-08-16,2025-07-23,161d8b17-a1d2-4fbb-94fb-b146740d6756,4.07,16
b0a8876a-c8b2-492d-ae7d-db4dca61ba4d,Phased next generation methodology Jackets,"They garden country. Support dream even.
Watch second city home agent. Race shoulder happy get up yeah. Thousand feeling marriage his. Run kind reality strong special organization.",Clothing,Jackets,"Holt, Smith and Hayes",66.17,30.09,19.71,15x58x95,Green,Wood,601,TRUE,2024-12-10,2025-08-06,be8fab9f-97ef-401c-936b-a4246cb35f68,4.03,460
534f25a1-d76c-46fd-aa87-9450741fd9a9,Operative cohesive secured line Water Sports,"Policy about decide church between move. Language minute state apply often that professor. Magazine though production.
Edge soldier one. Though wonder decade.",Sports & Outdoors,Water Sports,Summers-Maxwell,967.39,639.84,9.44,28x15x100,Green,Ceramic,689,TRUE,2024-08-24,2025-08-13,16f4a392-2580-4edb-910a-5e432b0e2bca,3.14,5
f40a1272-bf83-44f8-9e50-f4441ee8a3b2,Front-line scalable attitude Board Games,"Ball must person pull building Congress serious. Major conference race power same peace. Education by item without since hot production ever.
Major of get. Game happen write religious myself blood.",Toys & Games,Board Games,Aguirre Group,12.53,7.48,23.06,56x89x100,Orange,Wood,633,TRUE,2025-07-25,2025-08-08,f846d747-3937-4090-b9b3-5b748526db61,3.47,707
4e937c1e-d6ad-4af0-bebb-7084169cbcd9,Universal tangible flexibility Educational,"Near agency father. Tax dog huge cell candidate yard high.
Listen although answer hour involve. Man laugh mother peace authority.",Toys & Games,Educational,"Kane, Patterson and Rivera",26.65,11.74,9.62,7x94x29,Black,Metal,492,TRUE,2025-04-20,2025-08-07,c1c405e7-48c6-4f88-85ba-96884903122f,3.6,446
a8db20ee-66f5-44a1-900c-6a7ff8f27ec0,Persevering web-enabled hierarchy Fiction,Again different rule huge leave rock plan seek. Should use with street again. Set respond once personal score walk more music.,Books,Fiction,Bailey-Green,18.54,9.99,23.75,7x19x26,Red,Leather,719,TRUE,2024-12-31,2025-07-30,2e7a75cc-fc01-4b2a-963c-9d169c57a5a9,2.94,20
eb681f11-c6a7-40d8-9154-be0e95abb8df,Triple-buffered zero-defect pricing structure Electronics,"Smile become interesting more game. Likely stand star play. Court speak medical.
Soon compare home different easy ahead short. Situation security election.",Automotive,Electronics,Torres-Hobbs,205.46,100.36,41.49,55x11x47,Black,Plastic,645,TRUE,2024-09-11,2025-08-09,f1a12f8c-1813-4245-ae59-807bd70fb215,2.73,425
08470fbf-04d3-49df-8581-0cbeefc760be,Intuitive systemic time-frame Electronics,Camera beyond knowledge reduce might a most. Who surface the yourself. Wind tree campaign free usually low.,Automotive,Electronics,"Owens, Rowland and Cooper",482.73,273.37,14.61,67x56x67,Orange,Metal,731,TRUE,2024-12-20,2025-08-12,bca10458-b049-4464-86b3-0ad890ecdb98,1.08,590
51bc501a-b239-4bb6-8a06-89c274dafaf3,Organic homogeneous monitoring Health,Policy man lot send quite occur because. Too alone rise wind practice prevent science air. Put admit past Republican whom. Somebody specific go yet best particular.,Beauty & Personal Care,Health,"Vega, Kerr and Schroeder",14.21,9.49,20.92,65x19x68,Yellow,Glass,714,TRUE,2025-02-03,2025-07-29,c329ffa0-bf9d-40db-b2cc-556d0c66321c,1.65,743
6fddc466-93ca-42c1-bd77-dbf327db42c1,Reactive user-facing task-force Children,Fly receive impact approach. Ago us movement goal base. Democratic use ever note imagine focus month.,Books,Children,Taylor PLC,20.47,9.61,11.06,92x48x82,Orange,Metal,904,TRUE,2024-11-18,2025-08-04,78eb6683-8312-4289-ba15-49418c3c8433,3.85,982
5df11df4-4748-46be-9bb2-d12793e1128d,Programmable mission-critical algorithm Educational,On friend inside collection. American fine enter smile help just town development. Front benefit prove week. Treatment hotel I entire eight bit kind.,Toys & Games,Educational,Watkins-Jones,161.23,103.18,42.24,84x31x41,White,Leather,494,TRUE,2025-01-09,2025-07-24,1aca1c9a-868e-4fd4-be73-86afb4075486,1.8,620
83626420-754a-48fb-a014-19e4c4bff89c,Persistent bi-directional encryption Parts,Pick father employee lawyer. Street according age south keep raise remember western. Indeed fine least fear difficult project budget.,Automotive,Parts,Graves-Gomez,637.88,435.62,24.74,35x31x76,Black,Plastic,367,TRUE,2025-01-24,2025-07-26,a86ede5c-94de-44f4-bed9-2640a6646efe,2.43,162
